File,Filename,Aktion,Altersgruppe,Antwort,Bezirk,DSGVO-Basis,Fahrzeit ab Hellmonsodt,Follow-up,Gemeinde,Gesendet am,Kapazitaet,Kategorie,Kontakt-Email,Kurzbeschreibung,Notizen,Nr.,Organisation,Programmname,Region,Stadt/Ort,Status,Tier,Typ,Warum relevant,Warum sie zahlen wuerden,Website,Website/URL
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-15,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~0 min,,Hellmonsodt,,,,gemeinde@hellmonsoedt.ooe.gv.at,"Bogenschiessen, Sport, Jugendzentrum-Events, lokale Vereine",,2,,Kinderferienprogramm,,,Ausstehend,,,,,,hellmonsoedt.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~10 min,,Gramastetten,,,,gemeinde@gramastetten.ooe.gv.at,"Marktgemeinde Ferienprogramm, lokale Vereine und Betriebe",,3,,Ferienspass Gramastetten,,,Ausstehend,,,,,,gramastetten.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,alle Altersgruppen,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~15 min,,Kirchschlag bei Linz,,,,gemeinde@kirchschlag.ooe.gv.at,"Vielfaeltiges Programm mit Vereinen und Institutionen, alle Altersgruppen",,4,,Ferienpass Kirchschlag,,,Ausstehend,,,,,,ferienpass.kirchschlag.net
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~15 min,,Walding,,,,gemeinde@walding.ooe.gv.at,Gemeinde-Ferienspass mit lokalen Vereinen,,5,,Ferienspass Walding,,,Ausstehend,,,,,,walding.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~15 min,,Altenberg bei Linz,,,,gemeinde@altenberg.ooe.gv.at,"Landespreis fuer attraktives Ferienprogramm, unser-ferienprogramm.de Plattform",,6,,Ferienspiele Altenberg,,,Ausstehend,,,,,,unser-ferienprogramm.de/altenberg_bei_linz
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~20 min,,Herzogsdorf,,,,gemeinde@herzogsdorf.ooe.gv.at,"Online-Buchung, Vereine+Institutionen+Privatpersonen als Anbieter",,7,,Ferienspass 2025,,,Ausstehend,,,,,,herzogsdorf.ooe.gv.at/Ferienspass_2025
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-14,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~20 min,,Engerwitzdorf,,,,gemeinde@engerwitzdorf.gv.at,"Therapiehunde, Bogenschiessen, Acrylmalerei, Radtouren, Bollywood-Tanz",,8,,Ferienpass Engerwitzdorf,,,Ausstehend,,,,,,unser-ferienprogramm.de/engerwitzdorf
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,3-15,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~20 min,,Gallneukirchen,,,,stadtgemeinde@gallneukirchen.at,"Buecherinsel, Bogenschiessen, Kreativwettbewerbe, Sommerauslagen",,9,,Ferienspass Gallneukirchen,,,Ausstehend,,,,,,unser-ferienprogramm.de/gallneukirchen
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-14,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~25 min,,Steyregg,,,,gemeinde@steyregg.ooe.gv.at,"Schwimmen, Feuerwehr, Theater, Kurse+Workshops+Ausfluege",,10,,Ferienpass Steyregg,,,Ausstehend,,,,,,steyregg.at/ferienpass-eintraege
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder+Familien,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~20 min,,Feldkirchen a.d. Donau,,,,gemeinde@feldkirchen-donau.ooe.gv.at,"Wasseraktivitaeten, 4 Badeseen, Aquapark, Familienangebote",,11,,Ferienspass Feldkirchen,,,Ausstehend,,,,,,feldkirchen-donau.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~25 min,,Alberndorf i.d. Riedmark,,,,gemeinde@alberndorf.ooe.gv.at,Ferienaktivitaeten oberes Muehlviertel,,12,,Ferienspass Alberndorf,,,Ausstehend,,,,,,alberndorf.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Schulkinder,,Urfahr-Umgebung,Berechtigtes Interesse (Art. 6/1/f DSGVO),~30 min,,Reichenthal,,,,gemeinde@reichenthal.ooe.gv.at,Ferienpass fuer daheimgebliebene Kinder,,13,,Ferienspass Reichenthal,,,Ausstehend,,,,,,reichenthal.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder+Jugend,,Freistadt,Berechtigtes Interesse (Art. 6/1/f DSGVO),~35 min,,Freistadt,,,,post@freistadt.ooe.gv.at,"~50 Events: Schnorcheln, Bootsrennen, Raetselrallyes, Kino, Klettern, 3D-Druck",,14,,Freistaedter Ferienpass,,,Ausstehend,,,,,,freistadt.at/Ferienpass
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Freistadt,Berechtigtes Interesse (Art. 6/1/f DSGVO),~30 min,,Pregarten,,,,gemeinde@pregarten.ooe.gv.at,"Bauernhofbesuche, Brotbacken, Marmeladekochen, Outdoor-Abenteuer",,15,,Ferienpass Pregarten,,,Ausstehend,,,,,,unser-ferienprogramm.de/pregarten
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Schulkinder,,Freistadt,Berechtigtes Interesse (Art. 6/1/f DSGVO),~35 min,,Neumarkt im Muehlkreis,,,,gemeinde@neumarkt-muehlkreis.ooe.gv.at,"Seit 1994, fuer lokale Schulkinder und Touristen",,16,,Neumarkter Kinderferienpass,,,Ausstehend,,,,,,neumarkt-muehlkreis.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Freistadt,Berechtigtes Interesse (Art. 6/1/f DSGVO),~35 min,,Kefermarkt,,,,gemeinde@kefermarkt.ooe.gv.at,"Gemeinde-Ferienprogramm, lokale Vereine",,17,,Ferienpass Kefermarkt,,,Ausstehend,,,,,,kefermarkt.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Rohrbach,Berechtigtes Interesse (Art. 6/1/f DSGVO),~40 min,,Rohrbach-Berg,,,,gemeinde@rohrbach-berg.ooe.gv.at,"Hula Hoop, Robotik, Kochen, Astronomie, Fischen, Lagerfeuer, Klettern",,18,,Ferienspass Rohrbach-Berg,,,Ausstehend,,,,,,ferienspass-rohrbachberg.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,7-14,,Linz-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~25 min,,Leonding,,,,rathaus@leonding.at,"40 versch. Veranstaltungen, 8 Wochen, Uebernachtung im Rathaus, Baumkronenpfad",,19,,Kinderferienaktion Leonding,,,Ausstehend,,,,,,leonding.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-15,,Linz-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~25 min,,Traun,,,,gemeinde@traun.at,"AK-Ferienspass: Sport, Basteln, Ausfluege, Spiele",,20,,Ferienspass Traun,,,Ausstehend,,,,,,vhsooe.at/ak-ferienspass/ferienspass-traun
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-14,,Linz-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~25 min,,Ansfelden,,,,kulturjugendsport@ansfelden.at,"Eigene Ferienaktion-Website, Kultur/Jugend/Sport-Abteilung organisiert",,21,,Ferienprogramm Ansfelden,,,Ausstehend,,,,,,ansfelden.ferienaktion.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,bis 15,,Linz-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~20 min,,Pasching,,,,gemeinde@pasching.at,"Spielen, Entdecken, Sport, Kreativitaet, Anmeldung ab Juni",,22,,Ferienprogramm Pasching,,,Ausstehend,,,,,,pasching.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-15,,Linz-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~25 min,,Hoersching,,,,gemeinde@hoersching.ooe.gv.at,"Natur, Wasserrettung, Workshops, Online-Anmeldung ab Juli",,23,,Ferienpass Hoersching,,,Ausstehend,,,,,,hoersching.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-14,,Linz-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~40 min,,Enns,,,,office@enns.ooe.gv.at,"40+ Events: Tennis, Klettern, Yoga, Tanz, Wissenschaft, Betriebsbesuche",,24,,Ferienspass Enns,,,Ausstehend,,,,,,enns.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-13,,Wels-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~40 min,,Thalheim bei Wels,,,,jugend@thalheim.at,"Englisch-Camps, Schwimmkurse, Eventjet-Buchungssystem, ab Mai buchbar",,25,,WIR! Ferienspass,,,Ausstehend,,,,,,thalheim.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder+Jugend,,Wels-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~40 min,,Marchtrenk,,,,gemeindeamt@marchtrenk.gv.at,"Eines der aeltesten Programme in OOe, Camping, Tennis, Sport+Kunst",,26,,Ferienprogramm Marchtrenk,,,Ausstehend,,,,,,ferienprogramm-marchtrenk.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,6-13,,Wels-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~40 min,,Pichl bei Wels,,,,gemeinde@pichl.ooe.gv.at,"Vereine, Feuerwehr, Betriebe als Anbieter",,27,,Ferienspass Pichl,,,Ausstehend,,,,,,pichl.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,alle Altersgruppen,,Kirchdorf,Berechtigtes Interesse (Art. 6/1/f DSGVO),~50 min,,Kremsmuenster,,,,gemeinde@kremsmuenster.ooe.gv.at,"Seit 1998, Online-Buchung, Bogenschiessen, Tierkontakt, Wassererlebnisse",,28,,Ferienpass Kremsmuenster,,,Ausstehend,,,,,,kremsmuenster.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Volksschule+,,Steyr-Land,Berechtigtes Interesse (Art. 6/1/f DSGVO),~55 min,,Garsten,,,,gemeinde@garsten.ooe.gv.at,"Ferienpass + HEY! Feriencamp (14.7.-22.8.), vielfaeltige Aktivitaeten",,29,,Ferienpass Garsten / HEY! Feriencamp,,,Ausstehend,,,,,,garsten.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder+Jugend,,Gmunden,Berechtigtes Interesse (Art. 6/1/f DSGVO),~55 min,,Gmunden,,,,culturamt@gmunden.ooe.gv.at,"~60 Events/Kurse/Workshops/Ausfluege, Sport+Abenteuer+Kreativ, Kulturamt org.",,30,,FerienSpass Gmunden,,,Ausstehend,,,,,,gmunden.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Gmunden,Berechtigtes Interesse (Art. 6/1/f DSGVO),~55 min,,Altmuenster,,,,gemeinde@altmuenster.ooe.gv.at,"Toepfern, Schnitzen, Wasserrettung, Feuerwehr, Online-Anmeldung ab Juli",,31,,Ferien(s)pass Altmuenster,,,Ausstehend,,,,,,altmuenster.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Gmunden,Berechtigtes Interesse (Art. 6/1/f DSGVO),~50 min,,Laakirchen,,,,gemeinde@laakirchen.ooe.gv.at,"Gemeinde-Ferienpass, lokale Angebote",,32,,Ferienpass Laakirchen,,,Ausstehend,,,,,,laakirchen.ooe.gv.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,4-14,,Voecklabruck,Berechtigtes Interesse (Art. 6/1/f DSGVO),~60 min,,Voecklabruck,,,,gemeinde@voecklabruck.at,"20 Jahre, ~60 Events: Klettern, Skaten, Tennis, Naehen, Malen, Geocaching",,33,,Knoxi-Ferienspass,,,Ausstehend,,,,,,voecklabruck.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Voecklabruck,Berechtigtes Interesse (Art. 6/1/f DSGVO),~60 min,,Attnang-Puchheim,,,,gemeinde@attnang-puchheim.ooe.gv.at,"Online-Anmeldung ab Ende Juni, diverse Aktivitaeten",,34,,Ferienspass Attnang-Puchheim,,,Ausstehend,,,,,,attnang-puchheim.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Voecklabruck,Berechtigtes Interesse (Art. 6/1/f DSGVO),~55 min,,Schwanenstadt,,,,gemeinde@schwanenstadt.at,Gemeinde-Ferienspass,,35,,Ferienspass Schwanenstadt,,,Ausstehend,,,,,,schwanenstadt.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Perg,Berechtigtes Interesse (Art. 6/1/f DSGVO),~40 min,,Perg,,,,gemeinde@perg.ooe.gv.at,"MUEKIS Muehlviertler Kinderspiele, Anmeldung ab Mitte Juni",,36,,Kids Sommerspass Perg,,,Ausstehend,,,,,,stadtmarketing-perg.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Ried,Berechtigtes Interesse (Art. 6/1/f DSGVO),~65 min,,Ried im Innkreis,,,,post@ried.ooe.gv.at,"Schnorcheln, Tanzwochen, Beachvolleyball, Imkern, 20+ Jahre Tradition",,37,,Rieder Ferienspass,,,Ausstehend,,,,,,rieder-ferienpass.at
3,Naturpaedagogik_Ferienpass_Gemeinden_OOe.xlsx,,Kinder,,Ried,Berechtigtes Interesse (Art. 6/1/f DSGVO),~65 min,,Hohenzell,,,,gemeinde@hohenzell.ooe.gv.at,Ferienspasstage fuer Kinder,,38,,Kinder-Ferienspass-Tage,,,Ausstehend,,,,,,hohenzell.at
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:10,,,,,JUFA Hotel,salzburg@jufa.eu,"4-Sterne, 400 Pers. Kapazitaet, Seminarhotel, Kids Club, 2 Min. Altstadt",,1,JUFA Hotel Salzburg City,,Salzburg,Salzburg Stadt,Ausstehend,,,,,jufahotels.com,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:15,,,,,Bildungshaus,office@virgil.at,"Erzdioezese-Bildungszentrum, 4 Saele (400 Pers.), 10 Seminarraeume, Hotel",,2,St. Virgil Salzburg,,Salzburg,Salzburg,Ausstehend,,,,,virgil.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:00,,,,,Museum/Umweltbildung,office@hausdernatur.at,"Naturkundemuseum + Bildungszentrum, Workshops, Exkursionen, Auenwerkstatt",,3,Haus der Natur Salzburg,,Salzburg,Salzburg Stadt,Ausstehend,,,,,hausdernatur.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:05,,,,,Zoo/Umweltbildung,erlebnis@salzburg-zoo.at,"Zooschule, gef. Touren, Arbeitsblatter, Schulprogramme 6-14J, 365 Tage offen",,4,Salzburg Zoo - Zooschule,,Salzburg,Anif,Ausstehend,,,,,salzburg-zoo.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:00,,,,,Jugendherberge,heinrichhaus@hostel-salzburg.at,"138 Betten, ganzjaehrig, Seminarraeume, Schulgruppen+Familien",,5,Junges Hotel Eduard-Heinrich-Haus,,Salzburg,Salzburg Stadt,Ausstehend,,,,,hostel-salzburg.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:00,,,,,Jugendherberge,wals@hostel-salzburg.at,"156 Betten, Sommer+Ferien, nahe Salzburg, Schulgruppen",,6,Junges Hotel Wals-Siezenheim,,Salzburg,Wals,Ausstehend,,,,,hostel-salzburg.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:05,,,,,Jugendherberge,office@hostel-obertrum.at,"244 Betten, See-Lage, Seminarraum, Sportplaetze, Schulwochen",,7,Junges Hotel Obertrum am See,,Salzburg,Obertrum am See,Ausstehend,,,,,hostel-obertrum.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:00,,,,,Erlebnispaedagogik,office@kletterpark-salzburg.at,"Hochseilgarten, Erlebnispaed. Programme, Schulpreise ab 24 Euro/Schueler",,8,Kletterpark Salzburg (Waldbad Anif),,Salzburg,Anif,Ausstehend,,,,,kletterpark-salzburg.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:00,,,,,Outdoor-Paedagogik,info@freiluftleben.at,"Netzwerk freiberufl. Bergfuehrer+Paedagogen, Outdoor-Programme, Teambuilding",,9,Freiluftleben,,Salzburg,Salzburg,Ausstehend,,,,,freiluftleben.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:20,,,,,Schullandwochen-Spezialist,info@hanneshof.at,"Jugend-/Familienhotel, Sporthalle, Trampolin, Schulwochen-Spezialist",,10,Hanneshof Flachau,,Salzburg,Flachau,Ausstehend,,,,,hanneshof.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:05,,,,,Umweltbildungszentrum,info@hausamstrom.de,"Landkreis-Umweltstation, Donauoekologie, VR-Ausstellung, Schulprogramme",,11,Haus am Strom (Umweltstation),,Passau/Bayern,Untergriesbach/Jochenstein,Ausstehend,,,,,hausamstrom.de,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:10,,,,,Jugendherberge,passau@jugendherberge.de,"129 Betten, Kulturjugendherberge, 8.500 Gaeste/Jahr, Workshops, Kraeuterpaed.",,12,DJH Jugendherberge Passau,,Passau/Bayern,Passau,Ausstehend,,,,,jugendherberge.de,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:10,,,,,Jugendhaus (kirchlich),jugendhaeuser@bistum-passau.de,"102 Betten, 30 Zimmer, Seminarraeume, Schulklassen+Jugendgruppen, Veste Oberhaus",,13,Haus der Jugend Passau (Bistum),,Passau/Bayern,Passau,Ausstehend,,,,,jugendhaeuser.bistum-passau.de,
4,Naturpaedagogik_Grenzregionen.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:15,,,,,Umweltbildungszentrum,info@stelzlhof.de,"Bund Naturschutz, Umweltbildung.Bayern, Hecken/Streuobst/Insekten/Wald/Wasser",,14,Oekologisches Zentrum Stelzlhof,,Passau/Bayern,Passau,Ausstehend,,,,,stelzlhof.de,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:00,,,,,Schullandwochen-Quartier,jugendgaestehaus@sallingstadt.net,"30 Jahre Erfahrung, betreute Schulwochen, Gruppenaktivitaeten, Projektwochen",,15,Jugendgaestehaus Sallingstadt,,Waldviertel,Schweiggers,Ausstehend,,,,,sallingstadt.net,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:10,,,,,Jugendherberge,badgrosspertholz@noejhw.at,"55 Betten, Naturpark Nordwald, Apr-Okt, Bewegung in Natur",,16,Junges Hotel Bad Grosspertholz,,Waldviertel,Bad Grosspertholz,Ausstehend,,,,,jungehotels.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:15,,,,,Jugendherberge,office.3871@hostel.or.at,"37 Betten, idyllisch am Badeteich, Familien+Schulen+Gruppen, Naturnaehe",,17,Youth Hostel Neu Nagelberg,,Waldviertel,Neu Nagelberg,Ausstehend,,,,,oejhv.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:20,,,,,Bildungshaus (Kloster),bildungshaus@stift-zwettl.at,"Zisterzienser seit 1138, Seminare, Meditation, Umwelt, Kreativitaet, Gruppen",,18,Bildungshaus Stift Zwettl,,Waldviertel,Zwettl,Ausstehend,,,,,stift-zwettl.at,
4,Naturpaedagogik_Grenzregionen.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:05,,,,,Seminarhaus,akademie@gea.at,"Seminarzentrum, Kurse+Bildungsprogramme, Gruppenunterkuenfte",,19,GEA Akademie Schrems,,Waldviertel,Schrems,Ausstehend,,,,,gea.at/akademie,
4,Naturpaedagogik_Grenzregionen.xlsx,Registrieren,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:15,,,,,Tourismus-Plattform,info@jugendtourismus.at,"Zentrale Buchungsstelle fuer Schulwochen im Waldviertel, 21 Mitglieder",,20,Waldviertel Tourismus (Jugendtourismus),,Waldviertel,Zwettl,Ausstehend,,,,,waldviertel.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:25,,,,,Nationalpark/Umweltbildung,info@nationalpark-gesaeuse.at,"UNESCO Global Geopark, Schul-/Jugendprogramme, Nationalpark-Ranger, Wildtier-Beobachtung",,1,Nationalpark Gesaeuse,,Steiermark,Weng im Gesaeuse,Ausstehend,,,,,nationalpark-gesaeuse.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Naturpark/Umweltbildung,naturpark@eisenwurzen.com,"UNESCO Global Geopark, GeoPfad, WasserWelten, Schulprogramme Natur+Geologie",,2,Naturpark Steirische Eisenwurzen,,Steiermark,St. Gallen (Stmk),Ausstehend,,,,,eisenwurzen.com,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Nationalpark/Umweltbildung,poststelle@npv-bw.bayern.de,"Aeltester NP Deutschlands, Waldoekologie, Junior-Ranger, Schulklassenprogramme",,3,Nationalpark Bayerischer Wald,,Bayern,Grafenau,Ausstehend,,,,,nationalpark-bayerischer-wald.bayern.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:40,,,,,Umweltbildungszentrum,hzw@npv-bw.bayern.de,"NP-Besucherzentrum, interaktive Ausstellungen, Wildgehege, Umweltbildung",,4,Haus zur Wildnis,,Bayern,Ludwigsthal,Ausstehend,,,,,haus-zur-wildnis.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:45,,,,,Erlebnispaedagogik,wcf@npv-bw.bayern.de,"Themenuebernachtung (Baumhaus, Erdhoehle, Waldzelt), Wildnispaed., Schulklassen",,5,Wildniscamp am Falkenstein,,Bayern,Lindberg,Ausstehend,,,,,wildniscamp.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:40,,,,,Nationalpark/Umweltbildung,office@np-thayatal.at,"Wildkatzen-Erlebnis, Ranger-Touren, Schulprogramme, kleinste Stadt Oesterreichs",,6,Nationalpark Thayatal,,Waldviertel/NOe,Hardegg,Ausstehend,,,,,np-thayatal.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:30,,,,,Naturpark/Umweltbildung,blockheide@gmuend.at,"Granitformation-Naturpark, gef. Wanderungen, Schulprogramme, Steinwelten",,7,Naturpark Blockheide Gmuend,,Waldviertel/NOe,Gmuend,Ausstehend,,,,,blockheide.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Partnerschaft,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:50,,,,,Nationalpark/Umweltbildung,nationalparkrat@salzburg.gv.at,"Groesster NP Mitteleuropas, Rangerprogramme, Klimaschule, Science Center Mittersill",,8,Nationalpark Hohe Tauern (Salzburg),,Salzburg Land,Mittersill,Ausstehend,,,,,hohetauern.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:30,,,,,JUFA Hotel,eisenerz@jufa.eu,"Im Erzberg-Gebiet, Outdooraktivitaeten, Schulgruppen, Seminarraeume",,9,JUFA Hotel Eisenerz,,Steiermark,Eisenerz,Ausstehend,,,,,jufahotels.com,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:30,,,,,JUFA Hotel,admont@jufa.eu,"Schloss-Hotel am Nationalpark Gesaeuse, Eroeffnung 2026, Schulwochen+Seminare",,10,JUFA Hotel Schloss Roethelstein Admont,,Steiermark,Admont,Ausstehend,,,,,jufahotels.com,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:25,,,,,Jugendherberge,haidmuehle@jugendherberge.de,"120 Betten, Dreilaendereck AT-DE-CZ, Schullandheim, Natur+Wintersport",,11,DJH Jugendherberge Haidmuehle,,Bayern,Haidmuehle,Ausstehend,,,,,jugendherberge.de,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:40,,,,,Jugendherberge,drosendorf@noejhw.at,"Mittelalterstadtmauer, Schullandwochen, Gruppenunterkuenfte, Thayatal-Naehe",,12,Junges Hotel Drosendorf,,Waldviertel/NOe,Drosendorf,Ausstehend,,,,,jungehotels.at,
5,Naturpaedagogik_Extended_1h20_1h50.xlsx,Outreach,,,,Berechtigtes Interesse (Art. 6/1/f DSGVO),~1:35,,,,,Schullandwochen-Quartier,gemeinde@poella.at,"Ehem. Schule als Gruppenhaus, bis 50 Pers., guenstig, Schulwochen, Natur pur",,13,Jugendgaestehaus Franzen,,Waldviertel/NOe,Poella/Franzen,Ausstehend,,,,,poella.at,
